,link,text
209,/de/mmr/reference/pre_20110705/source/pre_20110705.de.pdf,Auktionsschluss für Eidgenössische Anleihen neu um 11.00 Uhr 
210,/de/mmr/reference/pre_20110629/source/pre_20110629.de.pdf,Zentralbanken verlängern US-Dollar-Swap-Fazilitäten
211,/de/mmr/reference/pre_20110616_2/source/pre_20110616_2.de.pdf,Die Banken in der Schweiz 2010
212,/de/mmr/reference/pre_20110616_1/source/pre_20110616_1.de.pdf,Geldpolitische Lagebeurteilung vom 16. Juni 2011 
213,/de/mmr/reference/pre_20110527/source/pre_20110527.de.pdf,"Treffen der ""Group of Thirty"" in der Schweiz"
214,/n/mmr/reference/pre_20110502/source/pre_20110502.n.pdf,SNB and IMF to host High-Level Conference on the International Monetary System
215,/de/mmr/reference/pre_20110429/source/pre_20110429.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 31. März 2011
216,/de/mmr/reference/pre_20110322/source/pre_20110322.de.pdf,Eidg. Finanzdepartement und Nationalbank unterzeichnen Memorandum über die Auswahl der Mitglieder des Bankrates 
217,/de/mmr/reference/pre_20110317/source/pre_20110317.de.pdf,Geldpolitische Lagebeurteilung vom 17. März 2011 
218,/de/mmr/reference/pre_20110311/source/pre_20110311.de.pdf,Der Bundesrat wählt Alfredo Gysi zum Mitglied des Bankrats der Schweizerischen Nationalbank
219,/de/mmr/reference/pre_20110303/source/pre_20110303.de.pdf,Jahresergebnis 2010 der Schweizerischen Nationalbank
220,/de/mmr/reference/pre_20110301/source/pre_20110301.de.pdf,Nationalbank konzentriert Bargeldlogistik 
221,/de/mmr/reference/pre_20110225/source/pre_20110225.de.pdf,SNB-Bankrat nominiert Cédric Tille zuhanden der Generalversammlung vom 29. April 2011 
222,/de/mmr/reference/pre_20110117/source/pre_20110117.de.pdf,"EFD, FINMA und SNB unterzeichnen tripartite Vereinbarung über Zusammenarbeit "
223,/de/mmr/reference/pre_20110114/source/pre_20110114.de.pdf,Nationalbank erwartet einen Jahresverlust von 21 Mrd. Franken für 2010 – Gewinnausschüttung wird beibehalten
224,/de/mmr/reference/pre_20101221/source/pre_20101221.de.pdf,Zentralbanken versorgen Märkte weiterhin mit US-Dollar-Liquidität 
225,/de/mmr/reference/pre_20101220/source/pre_20101220.de.pdf,Beförderungen bei der Schweizerischen Nationalbank 
226,/de/mmr/reference/pre_20101217/source/pre_20101217.de.pdf,SNB-Bankrat: Konrad Hummler tritt auf Ende April 2011 zurück 
227,/de/mmr/reference/pre_20101216/source/pre_20101216.de.pdf,Geldpolitische Lagebeurteilung vom 16. Dezember 2010 
228,/de/mmr/reference/pre_20101214_1/source/pre_20101214_1.de.pdf,Direktinvestitionen 2009
229,/de/mmr/reference/pre_20101214_2/source/pre_20101214_2.de.pdf,Auslandvermögen der Schweiz 2009
230,/de/mmr/reference/pre_20101119/source/pre_20101119.de.pdf,Vermögen der privaten Haushalte 2009
231,/de/mmr/reference/pre_20101112/source/pre_20101112.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 30. September 2010
232,/de/mmr/reference/pre_20101102/source/pre_20101102.de.pdf,SNB-Bankrat: Armin Jans tritt auf Ende April 2011 zurück
233,/de/mmr/reference/pre_20101004/source/pre_20101004.de.pdf,Expertenkommission Too big to fail: SNB und FINMA empfehlen rasche Umsetzung der Massnahmen
234,/de/mmr/reference/pre_20100916/source/pre_20100916.de.pdf,Geldpolitische Lagebeurteilung vom 16. September 2010
235,/de/mmr/reference/pre_20100901/source/pre_20100901.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 2010
236,/de/mmr/reference/pre_20100826/source/pre_20100826.de.pdf,Walter Meier wird neuer Mediensprecher der SNB
237,/de/mmr/reference/pre_20100813/source/pre_20100813.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 30. Juni 2010
238,/de/mmr/reference/pre_20100812/source/pre_20100812.de.pdf,Die Zahlungsbilanz der Schweiz im Jahr 2009
239,/de/mmr/reference/pre_20100721/source/pre_20100721.de.pdf,Nationalbank erwartet Halbjahresverlust von rund 4 Mrd. Franken
240,/de/mmr/reference/pre_20100621/source/pre_20100621.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 21.6.2010
241,/de/mmr/reference/pre_20100617_2/source/pre_20100617_2.de.pdf,Die Banken in der Schweiz 2009
242,/de/mmr/reference/pre_20100617_1/source/pre_20100617_1.de.pdf,Geldpolitische Lagebeurteilung vom 17. Juni 2010 
243,/de/mmr/reference/pre_20100607/source/pre_20100607.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 7.6.2010
244,/de/mmr/reference/pre_20100521/source/pre_20100521.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 21.5.2010
245,/de/mmr/reference/pre_20100514/source/pre_20100514.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 31. März 2010
246,/de/mmr/reference/pre_20100510_1/source/pre_20100510_1.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 10.5.2010
247,/de/mmr/reference/pre_20100510_2/source/pre_20100510_2.de.pdf,Nationalbank verleiht iconomix-Awards
248,/de/mmr/reference/pre_20100510_3/source/pre_20100510_3.de.pdf,Zentralbanken reaktivieren Operationen zur Bereitstellung von USD-Liquidität 
249,/n/mmr/reference/pre_20100427/source/pre_20100427.n.pdf,SNB and IMF to host High-Level Conference on the International Monetary System
250,/de/mmr/reference/pre_20100426/source/pre_20100426.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 26.4.2010
251,/de/mmr/reference/pre_20100421/source/pre_20100421.de.pdf,Neues Liquiditätsregime für Schweizer Grossbanken
252,/de/mmr/reference/pre_20100412/source/pre_20100412.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 12.4.2010
253,/de/mmr/reference/pre_20100329/source/pre_20100329.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 29.3.2010
254,/de/mmr/reference/pre_20100315/source/pre_20100315.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 15.3.2010
255,/de/mmr/reference/pre_20100312/source/pre_20100312.de.pdf,FINMA und SNB verstärken ihre Zusammenarbeit auf dem Gebiet Finanzstabilität
256,/de/mmr/reference/pre_20100311/source/pre_20100311.de.pdf,Geldpolitische Lagebeurteilung vom 11. März 2010
257,/de/mmr/reference/pre_20100304/source/pre_20100304.de.pdf,Jahresergebnis 2009 der Schweizerischen Nationalbank
258,/de/mmr/reference/pre_20100301/source/pre_20100301.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 1.3.2010
259,/de/mmr/reference/pre_20100217/source/pre_20100217.de.pdf,Neue Banknotenserie – Nationalbank verschiebt Ausgabetermin
260,/de/mmr/reference/pre_20100215/source/pre_20100215.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 15.2.2010
261,/de/mmr/reference/pre_20100201/source/pre_20100201.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 1.2.2010
262,/de/mmr/reference/pre_20100127/source/pre_20100127.de.pdf,Schweizerische Nationalbank stellt die Versorgung mit US-Dollar-Liquidität ein
263,/de/mmr/reference/pre_20100121/source/pre_20100121.de.pdf,Nationalbank erwartet hohen Gewinn von 10 Mrd. Franken für 2009
264,/de/mmr/reference/pre_20100118_2/source/pre_20100118_2.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 18.1.2010
265,/de/mmr/reference/pre_20100118/source/pre_20100118.de.pdf,Schweizerische Nationalbank stellt EUR/CHF-Devisenswaps ein
266,/de/mmr/reference/pre_20100104/source/pre_20100104.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 04.01.2010
267,/de/mmr/reference/pre_20091221/source/pre_20091221.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 21.12.2009
268,/de/mmr/reference/pre_20091218/source/pre_20091218.de.pdf,Studienzentrum Gerzensee der Schweizerischen Nationalbank - Wechsel der Leitung
269,/de/mmr/reference/pre_20091217/source/pre_20091217.de.pdf,Direktinvestitionen 2008
270,/de/mmr/reference/pre_20091210/source/pre_20091210.de.pdf,Geldpolitische Lagebeurteilung vom 10. Dezember 2009
271,/de/mmr/reference/pre_20091207_2/source/pre_20091207_2.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
272,/de/mmr/reference/pre_20091207_1/source/pre_20091207_1.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 7.12.2009
273,/de/mmr/reference/pre_20091123/source/pre_20091123.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 23.11.2009
274,/de/mmr/reference/pre_20091120/source/pre_20091120.de.pdf,Vermögen der privaten Haushalte 2008
275,/de/mmr/reference/pre_20091113/source/pre_20091113.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 30. September 2009
276,/de/mmr/reference/pre_20091109/source/pre_20091109.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 9.11.2009
277,/de/mmr/reference/pre_20091104/source/pre_20091104.de.pdf,Thomas Moser vom Bundesrat zum neuen Stellvertretenden Direktoriumsmitglied ernannt
278,/de/mmr/reference/pre_20091026/source/pre_20091026.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 26.10.2009
279,/de/mmr/reference/pre_20091012/source/pre_20091012.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 12.10.2009
280,/de/mmr/reference/pre_20090928/source/pre_20090928.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 28.9.2009
281,/de/mmr/reference/pre_20090924/source/pre_20090924.de.pdf,Schweizerische Nationalbank stellt weiterhin Liquidität in Schweizer Franken via EUR/CHF-Devisenswaps zur Verfügung
282,/de/mmr/reference/pre_20090924_1/source/pre_20090924_1.de.pdf,Zentralbanken versorgen Märkte weiterhin mit US-Dollar-Liquidität
283,/de/mmr/reference/pre_20090917/source/pre_20090917.de.pdf,Geldpolitische Lagebeurteilung vom 17. September 2009
284,/de/mmr/reference/pre_20090914/source/pre_20090914.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 14.9.2009
285,/de/mmr/reference/pre_20090914_2/source/pre_20090914_2.de.pdf,Fortschritte bei der operationellen Krisenvorsorge und -bewältigung im schweizerischen Finanzsektor
286,/de/mmr/reference/pre_20090831/source/pre_20090831.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 31.8.2009
287,/de/mmr/reference/pre_20090826/source/pre_20090826.de.pdf,Historische Zeitreihen: Die Banken in der Schweiz
288,/de/mmr/reference/pre_20090825/source/pre_20090825.de.pdf,Swiss Reference Rates - Neue Referenzsätze für die Finanzmärkte
289,/de/mmr/reference/pre_20090819/source/pre_20090819.de.pdf,Nationalbank begrüsst Abbau des UBS-Engagements des Bundes
290,/de/mmr/reference/pre_20090817/source/pre_20090817.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 17.8.2009
291,/de/mmr/reference/pre_20090814/source/pre_20090814.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 30. Juni 2009
292,/de/mmr/reference/pre_20090813/source/pre_20090813.de.pdf,Die Zahlungsbilanz der Schweiz im Jahr 2008
293,/de/mmr/reference/pre_20090807/source/pre_20090807.de.pdf,Gemeinsame Erklärung der Zentralbanken zu den Goldbeständen
294,/de/mmr/reference/pre_20090803/source/pre_20090803.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 3.8.2009
295,/de/mmr/reference/pre_20090720/source/pre_20090720.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 20.7.2009
296,/de/mmr/reference/pre_20090706/source/pre_20090706.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 6.7.2009
297,/de/mmr/reference/pre_20090701/source/pre_20090701.de.pdf,SNB-Chefökonom Ulrich Kohli tritt Ende Jahr in den Ruhestand
298,/de/mmr/reference/pre_20090625_1/source/pre_20090625_1.de.pdf,Schweizerische Nationalbank und weitere Zentralbanken verlängern Swap-Abkommen mit dem Fed
299,/de/mmr/reference/pre_20090625_2/source/pre_20090625_2.de.pdf,Schweizerische Nationalbank (SNB) stellt weiterhin Liquidität in Schweizer Franken via EUR/CHF-Devisenswaps zur Verfügung
300,/de/mmr/reference/pre_20090622/source/pre_20090622.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 22.6.2009
301,/de/mmr/reference/banks_2008_summary/source/banks_2008_summary.de.pdf,Die Banken in der Schweiz 2008
302,/de/mmr/reference/pre_20090618/source/pre_20090618.de.pdf,Geldpolitische Lagebeurteilung vom 18. Juni 2009
303,/de/mmr/reference/pre_20090608/source/pre_20090608.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 8.6.2009
304,/de/mmr/reference/pre_20090525/source/pre_20090525.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 25.05.2009
305,/de/mmr/reference/pre_20090511/source/pre_20090511.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 11.05.2009
306,/de/mmr/reference/pre_20090508/source/pre_20090508.de.pdf,Zwischenbericht der Schweizerischen Nationalbank per 31. März 2009
307,/de/mmr/reference/pre_20090504/source/pre_20090504.de.pdf,Nationalbank verleiht erste iconomix-Awards
308,/de/mmr/reference/pre_20090427/source/pre_20090427.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 27.04.2009
309,/de/mmr/reference/pre_20090409/source/pre_20090409.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 09.04.2009
310,/de/mmr/reference/pre_20090408/source/pre_20090408.de.pdf,"Nationalbankdirektorium: Philipp Hildebrand wird Präsident, Thomas Jordan Vizepräsident und Jean-Pierre Danthine neues Mitglied"
311,/de/mmr/reference/pre_20090406/source/pre_20090406.de.pdf,Zentralbanken geben erweiterte Swap-Vereinbarungen bekannt
312,/de/mmr/reference/pre_20090403/source/pre_20090403.de.pdf,SNB StabFund schliesst Aktiven-Transfer von der UBS ab
313,/de/mmr/reference/pre_20090330/source/pre_20090330.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 30.03.2009
314,/de/mmr/reference/pre_20090316/source/pre_20090316.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 16.03.2009
315,/de/mmr/reference/pre_20090312/source/pre_20090312.de.pdf,Geldpolitische Lagebeurteilung vom 12. März 2009
316,/de/mmr/reference/pre_20090304/source/pre_20090304.de.pdf,Jahresergebnis 2008 der Schweizerischen Nationalbank
317,/de/mmr/reference/pre_20090302/source/pre_20090302.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 02.03.2009
318,/de/mmr/reference/pre_20090227/source/pre_20090227.de.pdf,Nationalbankpräsident Jean-Pierre Roth tritt auf Ende 2009 zurück
319,/de/mmr/reference/pre_20090216/source/pre_20090216.de.pdf,Emissionsergebnis der SNB Bills in US-Dollar vom 16.02.2009
320,/de/mmr/reference/pre_20090210/source/pre_20090210.de.pdf,SNB-Stabilisierungsfonds – reduzierter Aktiventransfer der UBS
321,/de/mmr/reference/pre_20090203/source/pre_20090203.de.pdf,Zentralbanken führen die Versorgung der Märkte mit US-Dollar-Liquidität weiter
322,/de/mmr/reference/pre_20090202/source/pre_20090202.de.pdf,Nationalbank emittiert SNB Bills in US-Dollar 
323,/de/mmr/reference/pre_20090128/source/pre_20090128.de.pdf,Gemeinsame Massnahmen der Schweizerischen Nationalbank und der Magyar Nemzeti Bank zur Versorgung des Marktes mit Franken-Liquidität
324,/de/mmr/reference/pre_20090116/source/pre_20090116.de.pdf,"Gemeinsame Massnahmen der Schweizerischen Nationalbank, der Europäischen Zentralbank und der Narodowy Bank Polski zur Versorgung des Marktes mit Franken-Liquidität"
325,/de/mmr/reference/pre_20081219_2/source/pre_20081219_2.de.pdf,Operationen der SNB zur Versorgung des Marktes mit US-Dollar-Liquidität im ersten Quartal 2009
326,/de/mmr/reference/pre_20081219_1/source/pre_20081219_1.de.pdf,SNB StabFund übernimmt erste Tranche von UBS-Aktiven
327,/de/mmr/reference/pre_20081218/source/pre_20081218.de.pdf,Direktinvestitionen 2007: Geringere Auslandakquisitionen der schweizerischen Unternehmen 
328,/de/mmr/reference/pre_20081211/source/pre_20081211.de.pdf,Geldpolitische Lagebeurteilung vom 11. Dezember 2008
329,/de/mmr/reference/pre_20081208/source/pre_20081208.de.pdf,Beförderungen bei der Schweizerischen Nationalbank 
330,/de/mmr/reference/pre_20081126_2/source/pre_20081126_2.de.pdf,Nationalbank-Zweckgesellschaft für UBS-Aktiven in der Schweiz
331,/de/mmr/reference/pre_20081120/source/pre_20081120.de.pdf,Weitere Lockerung der Geldpolitik
332,/de/mmr/reference/pre_20081118/source/pre_20081118.de.pdf,Finanzvermögen der privaten Haushalte 2007
333,/de/mmr/reference/pre_20081107/source/pre_20081107.de.pdf,Gemeinsame Massnahmen der Schweizerischen Nationalbank und der Narodowy Bank Polski zur Versorgung des Marktes mit Franken-Liquidität
334,/de/mmr/reference/pre_20081106/source/pre_20081106.de.pdf,Lockerung der Geldpolitik 
335,/de/mmr/reference/pre_20081029/source/pre_20081029.de.pdf,Nationalbank lockert Bedingungen am Geldmarkt weiter
336,/de/mmr/reference/pre_20081024_1/source/pre_20081024_1.de.pdf,Zwischenergebnis der Schweizerischen Nationalbank per 30. September 2008
337,/de/mmr/reference/pre_20081016_1/source/pre_20081016_1.de.pdf,Massnahmen zur Stärkung des Schweizer Finanzsystems
338,/de/mmr/reference/pre_20081015_3/source/pre_20081015_3.de.pdf,Nationalbank emittiert Schuldverschreibungen (SNB Bills) zur Steuerung der Liquidität am Geldmarkt
339,/de/mmr/reference/pre_20081015_4/source/pre_20081015_4.de.pdf,Gemeinsame Massnahmen der Schweizerischen Nationalbank und der Europäischen Zentralbank zur Versorgung des Marktes mit Franken-Liquidität
340,/de/mmr/reference/pre_20081013/source/pre_20081013.de.pdf,Zentralbanken weiten Versorgung mit Dollar-Liquidität nochmals aus
341,/de/mmr/reference/pre_20081008_2/source/pre_20081008_2.de.pdf,Gemeinsame Mitteilung der Zentralbanken
342,/de/mmr/reference/pre_20081007_2/source/pre_20081007_2.de.pdf,Zentralbanken weiten Versorgung mit US-Dollar-Liquidität aus
343,/de/mmr/reference/pre_20080929_3/source/pre_20080929_3.de.pdf,Erhöhung der USD-Swap-Limite mit dem Federal Reserve System der USA
344,/de/mmr/reference/pre_20080929_1/source/pre_20080929_1.de.pdf,Abschluss der Nationalbank-Goldverkäufe
345,/de/mmr/reference/pre_20080926_1/source/pre_20080926_1.de.pdf,Massnahmen der Zentralbanken zur Beruhigung der Geldmärkte am Quartalsende
346,/de/mmr/reference/pre_20080918_3/source/pre_20080918_3.de.pdf,Geldpolitische Lagebeurteilung vom 18. September 2008
347,/de/mmr/reference/pre_20080918_1/source/pre_20080918_1.de.pdf,Massnahmen der Zentralbanken zur Beruhigung der Geldmärkte
348,/de/mmr/reference/balpay_2007_press/source/balpay_2007_press.de.pdf,Die Zahlungsbilanz der Schweiz im Jahr 2007
349,/de/mmr/reference/pre_20080730/source/pre_20080730.de.pdf,Nationalbank bietet US-Dollar-Repo-Operationen mit längeren Laufzeiten an
350,/de/mmr/reference/pre_20080725/source/pre_20080725.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2008
351,/de/mmr/reference/banks_2007_summary/source/banks_2007_summary.de.pdf,Die Banken in der Schweiz 2007
352,/de/mmr/reference/pre_20080619/source/pre_20080619.de.pdf,Geldpolitische Lagebeurteilung vom 19. Juni 2008
353,/de/mmr/reference/pre_20080502_2/source/pre_20080502_2.de.pdf,Nationalbank erhöht Umfang der US-Dollar-Repo-Auktionen
354,/de/mmr/reference/pre_20080502/source/pre_20080502.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2008
355,/de/mmr/reference/pre_20080418/source/pre_20080418.de.pdf,Nationalbank erneuert US-Dollar-Repo-Auktion
356,/de/mmr/reference/pre_20080415/source/pre_20080415.de.pdf,Financial Stability Forum Recommends Actions to Enhance Market and Institutional Resilience
357,/de/mmr/reference/pre_20080314/source/pre_20080314.de.pdf,"Nationalbank schüttet weiterhin 2,5 Mrd. Gewinn aus"
358,/de/mmr/reference/pre_20080313/source/pre_20080313.de.pdf,Geldpolitische Lagebeurteilung vom 13. März 2008
359,/de/mmr/reference/pre_20080311/source/pre_20080311.de.pdf,Massnahmen der Zentralbanken zur Beruhigung der Geldmärkte
360,/de/mmr/reference/pre_20080125/source/pre_20080125.de.pdf,Jahresergebnis 2007 der Schweizerischen Nationalbank
361,/de/mmr/reference/pre_20080110/source/pre_20080110.de.pdf,Nationalbank bietet erneut Liquidität in US-Dollar an
362,/de/mmr/reference/pre_20071218/source/pre_20071218.de.pdf,Studienzentrum Gerzensee der Schweizerischen Nationalbank – Wechsel in der Leitung
363,/de/mmr/reference/pre_20071213/source/pre_20071213.de.pdf,Geldpolitische Lagebeurteilung vom 13. Dezember 2007
364,/de/mmr/reference/pre_20071212/source/pre_20071212.de.pdf,Nationalbank bietet Liquidität in US-Dollar an
365,/de/mmr/reference/pre_20071210/source/pre_20071210.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
366,/de/mmr/reference/pre_20071203/source/pre_20071203.de.pdf,Schweizerfranken-Geldmarkt: Liquiditätsversorgung über das Jahresende
367,/de/mmr/reference/pre_20071120/source/pre_20071120.de.pdf,Finanzvermögen der privaten Haushalte 2006
368,/de/mmr/reference/pre_20071031/source/pre_20071031.de.pdf,"""iconomix"" - Ökonomie entdecken"
369,/de/mmr/reference/pre_20071026/source/pre_20071026.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2007
370,/de/mmr/reference/pre_20070928/source/pre_20070928.de.pdf,Goldverkäufe der Schweizerischen Nationalbank
371,/de/mmr/reference/pre_20070925/source/pre_20070925.de.pdf,Umsätze auf den Devisen- und Derivatmärkten in der Schweiz - Erhebung 2007
372,/de/mmr/reference/pre_20070913/source/pre_20070913.de.pdf,Geldpolitische Lagebeurteilung vom 13. September 2007
373,/de/mmr/reference/balpay_2006_press/source/balpay_2006_press.de.pdf,Die Zahlungsbilanz der Schweiz im Jahr 2006
374,/de/mmr/reference/pre_20070814/source/pre_20070814.de.pdf,Die Nationalbank erweitert den Kreis der notenbankfähigen Wertschriften
375,/de/mmr/reference/pre_20070727/source/pre_20070727.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2007
376,/de/mmr/reference/pre_20070621/source/pre_20070621.de.pdf,Festschrift Die Schweizerische Nationalbank 1907-2007
377,/de/mmr/reference/pre_20070619/source/pre_20070619.de.pdf,EBK und SNB unterzeichnen Memorandum of Understanding
378,/de/mmr/reference/banks_2006_summary/source/banks_2006_summary.de.pdf,Die Banken in der Schweiz 2006
379,/de/mmr/reference/pre_20070614_1/source/pre_20070614_1.de.pdf,Geldpolitische Lagebeurteilung vom 14. Juni 2007
380,/de/mmr/reference/pre_20070614_2/source/pre_20070614_2.de.pdf,Schweizerische Nationalbank: Anpassung der Struktur der Währungsreserven
381,/de/mmr/reference/pre_20070531/source/pre_20070531.de.pdf,Tagung der Zentralbankgouverneure der französischsprachigen Länder in Bern
382,/de/mmr/reference/pre_20070504/source/pre_20070504.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2007
383,/de/mmr/reference/pre_20070402/source/pre_20070402.de.pdf,Die Schweizerische Nationalbank mit neuer Website
384,/de/mmr/reference/pre_20070315/source/pre_20070315.de.pdf,Geldpolitische Lagebeurteilung vom 15. März 2007
385,/de/mmr/reference/pre_20070226/source/pre_20070226.de.pdf,Vorbereitung einer neuen Schweizer Banknotenserie
386,/de/mmr/reference/pre_20070222/source/pre_20070222.de.pdf,Sondermünzen und Sondermarken zum 100-Jahre-Jubiläum der Nationalbank
387,/de/mmr/reference/pre_20060215/source/pre_20060215.de.pdf,Nationalbank veröffentlicht historische Zeitreihen
388,/de/mmr/reference/pre_20070126/source/pre_20070126.de.pdf,Jahresergebnis 2006 der Schweizerischen Nationalbank
389,/de/mmr/reference/pre_20070109/source/pre_20070109.de.pdf,Schweiz tritt Financial Stability Forum bei
390,/de/mmr/reference/pre_20061214/source/pre_20061214.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
391,/de/mmr/reference/pre_20061208/source/pre_20061208.de.pdf,Dewet Moser vom Bundesrat zum neuen Stellvertretenden Direktoriumsmitglied ernannt
392,/de/mmr/reference/pre_20061204/source/pre_20061204.de.pdf,Beförderungen bei der Schweizerischen Nationalbank
393,/de/mmr/reference/pre_20061201/source/pre_20061201.de.pdf,Nationalbankgebäude Lugano: Bankrat bestätigt Verkauf an Wegelin & Co.
394,/de/mmr/reference/pre_20061121/source/pre_20061121.de.pdf,Finanzierungsrechnung der Schweiz 2004
395,/de/mmr/reference/pre_20061108/source/pre_20061108.de.pdf,Nationalbankdirektorium: Philipp Hildebrand Vizepräsident - Thomas Jordan neues Mitglied
396,/de/mmr/reference/pre_20061106/source/pre_20061106.de.pdf,Neuer Leiter Asset Management der Schweizerischen Nationalbank
397,/de/mmr/reference/pre_20061027_2/source/pre_20061027_2.de.pdf,Nationalbank verkauft Bankgebäude Lugano
398,/de/mmr/reference/pre_20061027/source/pre_20061027.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2006
399,/de/mmr/reference/pre_20060925/source/pre_20060925.de.pdf,Stellungnahme zum Abstimmungsergebnis vom 24. September 2006
400,/de/mmr/reference/pre_20060914/source/pre_20060914.de.pdf,Geldpolitische Lagebeurteilung
401,/de/mmr/reference/pre_20060818/source/pre_20060818.de.pdf,SNB-Vizepräsident Niklaus Blattner tritt im Frühjahr 2007 zurück
402,/de/mmr/reference/balpay_2005_press/source/balpay_2005_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
403,/de/mmr/reference/pre_20060728/source/pre_20060728.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. Juni 2006
404,/de/mmr/reference/pre_20060615/source/pre_20060615.de.pdf,Geldpolitische Lagebeurteilung zur Jahresmitte
405,/de/mmr/reference/banks_2005_summary/source/banks_2005_summary.de.pdf,Die Banken in der Schweiz 2005
406,/de/mmr/reference/pre_20060505/source/pre_20060505.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 31. März 2006
407,/de/mmr/reference/pre_20060316/source/pre_20060316.de.pdf,Geldpolitische Lagebeurteilung
408,/de/mmr/reference/pre_20060217/source/pre_20060217.de.pdf,Rechenschaftsbericht 2005 der Schweizerischen Nationalbank
409,/de/mmr/reference/pre_20060206/source/pre_20060206.de.pdf,Krisenvorsorge und Krisenbewältigung am Finanzplatz
410,/de/mmr/reference/pre_20060127/source/pre_20060127.de.pdf,Jahresergebnis 2005 der Schweizerischen Nationalbank
411,/de/mmr/reference/pre_20060109/source/pre_20060109.de.pdf,SNB-Präsident Roth wird BIZ-Verwaltungsratspräsident
412,/de/mmr/reference/pre_20051215/source/pre_20051215.de.pdf,Geldpolitische Lagebeurteilung am Jahresende
413,/de/mmr/reference/pre_20051123/source/pre_20051123.de.pdf,Nationalbank präsentiert Banknotenentwürfe
414,/de/mmr/reference/pre_20051103/source/pre_20051103.de.pdf,Erste Finanzierungsrechnung der Schweiz
415,/de/mmr/reference/pre_20051028/source/pre_20051028.de.pdf,Zwischenergebnis und Bilanz der Schweizerischen Nationalbank per 30. September 2005
416,/de/mmr/reference/pre_20051024/source/pre_20051024.de.pdf,Nationalbank konzentriert Bargeldverarbeitung weiter
417,/de/mmr/reference/pre_20050915/source/pre_20050915.de.pdf,Geldpolitische Lagebeurteilung
418,/de/mmr/reference/balpay_2004_press/source/balpay_2004_press.de.pdf,Medienmitteilung: Zahlungsbilanz der Schweiz
