date,value
2013-01-15,0.6717142857142856
2013-02-15,0.75865
2013-03-15,0.7391500000000001
2013-04-15,0.6304761904761905
2013-05-15,0.6356999999999998
2013-06-15,0.8717
2013-07-15,1.0226521739130432
2013-08-15,1.0516190476190475
2013-09-15,1.1154761904761905
2013-10-15,1.0208260869565218
2013-11-15,0.9459047619047619
2013-12-15,1.011
2014-01-15,1.141857142857143
2014-02-15,1.0159499999999997
2014-03-15,0.9756190476190473
2014-04-15,0.8834500000000001
2014-05-15,0.7863999999999999
2014-06-15,0.7248
2014-07-15,0.5874347826086957
2014-08-15,0.47325
2014-09-15,0.49863636363636377
2014-10-15,0.46173913043478265
2014-11-15,0.4035000000000001
2014-12-15,0.28776190476190483
2015-01-15,0.031250000000000014
2015-02-15,0.008200000000000006
2015-03-15,-0.04672727272727272
2015-04-15,-0.09255000000000002
2015-05-15,0.06499999999999999
2015-06-15,0.1378181818181818
2015-07-15,0.05065217391304348
2015-08-15,-0.13642857142857143
2015-09-15,-0.07759090909090909
2015-10-15,-0.22745454545454546
2015-11-15,-0.30438095238095236
2015-12-15,-0.1716818181818182
2016-01-15,-0.13904999999999998
2016-02-15,-0.3104285714285714
2016-03-15,-0.3304285714285714
2016-04-15,-0.3106190476190476
2016-05-15,-0.28919999999999996
2016-06-15,-0.4558181818181817
2016-07-15,-0.5627619047619048
2016-08-15,-0.5151363636363637
2016-09-15,-0.45095454545454533
2016-10-15,-0.4718571428571428
2016-11-15,-0.20768181818181822
2016-12-15,-0.10409523809523809
2017-01-15,-0.10166666666666666
2017-02-15,-0.11485000000000001
2017-03-15,-0.05060869565217392
2017-04-15,-0.14872222222222226
2017-05-15,-0.09000000000000001
2017-06-15,-0.14647619047619045
2017-07-15,0.014476190476190476
