1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
6335243.0,6372904.0,6409713.0,6427833.0,6455896.0,6484834.0,6523413.0,6566799.0,6619973.0,6673850.0,6757188.0,6842768.0,6907959.0,6968570.0,7019019.0,7062354.0,7081346.0,7096465.0,7123537.0,7164444.0,7197638.0,7255653.0,7313853.0,7364148.0,7415102.0,7459128.0,7508739.0,7593494.0,7701856.0,7785806.0,7870134.0,7954662.0,8039060.0,8139631.0,8237666.0
