1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
14299,12723,11831,11850,14393,14416,12370,11356,10342,8658,8757,11133,12898,13739,16790,19159,19169,21277,20363,28700,27583,36515,35424,35685,38437,46711,43889,44365,43440,39314,36012,33500,34061,32836,40689
