1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
5421746.0,5442311.0,5462782.0,5481246.0,5502490.0,5524160.0,5546455.0,5567111.0,5587259.0,5607711.0,5630079.0,5649804.0,5664377.0,5676808.0,5686526.0,5698764.0,5711852.0,5721307.0,5739892.0,5757814.0,5784701.0,5808100.0,5836887.0,5863241.0,5890439.0,5917216.0,5954212.0,5991401.0,6032141.0,6071802.0,6103857.0,6138668.0,6169091.0,6202184.0,6239207.0
